chnm,Classification,casn,code,CmaxStand,NAS,testname,EC,testtarget,tgt_abbr
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-3.050369377,BSK_SAg_CD69_down_Row120,25.8684941,CD69,CD69
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.865027966,BSK_SAg_Eselectin_down_Row145,34.05519576,E-selectin,SELE
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-0.406343048,BSK_SAg_Eselectin_down_Row145,8.438058287,E-selectin,SELE
progesterone,LessDILIDrugs,57-83-0,C57830,0.1927,-2.151441816,BSK_SAg_Eselectin_up_Row324,0.607282838,E-selectin,SELE
simvastatin,LessDILIDrugs,79902-63-9,C79902639,0.0824,0.860363677,BSK_SAg_Eselectin_up_Row324,0.011506033,E-selectin,SELE
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-2.212405566,BSK_SAg_IL8_down_Row153,13.17600267,IL8,IL8
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.650064796,BSK_SAg_IL8_down_Row153,18.55045357,IL8,IL8
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-1.099616567,BSK_SAg_IL8_up_Row322,6.840130853,IL8,IL8
simvastatin,LessDILIDrugs,79902-63-9,C79902639,0.0824,0.517390874,BSK_SAg_IL8_up_Row322,0.039766992,IL8,IL8
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-2.025705183,BSK_SAg_MCP1_down_Row114,12.41023238,chemotactic factor,CCL2
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-3.321385698,BSK_SAg_MCP1_down_Row114,23.33548277,chemotactic factor,CCL2
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.310835493,BSK_SAg_MCP1_down_Row114,23.17584845,chemotactic factor,CCL2
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.930355797,BSK_SAg_MCP1_down_Row114,25.10200337,chemotactic factor,CCL2
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.335126959,BSK_SAg_MIG_down_Row75,14.91375535,chemokine ligand 9,CXCL9
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-2.17167753,BSK_SAg_PBMCCytotoxicity_down_Row116,17.12705866,cytotoxicity,cytotoxicity
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.975518684,BSK_SAg_PBMCCytotoxicity_down_Row116,25.39044518,cytotoxicity,cytotoxicity
isoniazid,MostDILI Drugs,54-85-3,C54853,76.5635,0.920772847,BSK_SAg_PBMCCytotoxicity_up_Row527,6.065908141,cytotoxicity,cytotoxicity
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-0.351098697,BSK_SAg_PBMCCytotoxicity_up_Row527,8.106592183,cytotoxicity,cytotoxicity
colchicine,AmbiDILIDrugs,64-86-8,C64868,0.0163,0.386503067,BSK_SAg_Proliferation_down_Row54,0.01,proliferation,prlfrn
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-2.380877792,BSK_SAg_Proliferation_down_Row54,13.86700835,proliferation,prlfrn
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.712216709,BSK_SAg_Proliferation_down_Row54,18.98551696,proliferation,prlfrn
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,-3.990295407,BSK_SAg_Proliferation_down_Row54,3.854504172,proliferation,prlfrn
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-0.184408103,BSK_SAg_Proliferation_down_Row54,7.106448615,proliferation,prlfrn
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-0.700903709,BSK_SAg_Proliferation_down_Row54,10.86316172,proliferation,prlfrn
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.095846381,BSK_SAg_Proliferation_down_Row54,4.88242954,proliferation,prlfrn
cladribine,AmbiDILIDrugs,4291-63-8,C4291638,0.0227,-1.334896388,BSK_SAg_Proliferation_down_Row54,0.053002148,proliferaton,prlfrn
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-2.003414904,BSK_SAg_SRB_down_Row115,12.31880657,cytotoxicity,srb
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-3.407697574,BSK_SAg_SRB_down_Row115,23.8015669,cytotoxicity,srb
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.898373516,BSK_SAg_SRB_down_Row115,20.28861461,cytotoxicity,srb
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.933516217,BSK_SAg_SRB_down_Row115,25.12218802,cytotoxicity,srb
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,-0.677760874,CEETOX_H295R_11DCORT_dn_Row306,0.145965196,steroidogenesis,cortisol
simvastatin,LessDILIDrugs,79902-63-9,C79902639,0.0824,-3.025789636,CEETOX_H295R_11DCORT_dn_Row306,0.331725066,steroidogenesis,cortisol
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.87684134,CEETOX_H295R_11DCORT_dn_Row306,0.862110623,steroidogenesis,cortisol
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,0.495808808,CEETOX_H295R_11DCORT_dn_Row306,0.086317532,steroidogenesis,cortisol
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,-1.285276253,CEETOX_H295R_ANDR_dn_Row304,0.198819034,steroidogenesis,androstenedione
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-0.303167026,CEETOX_H295R_ANDR_dn_Row304,7.037101941,steroidogenesis,androstenedione
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.854002312,CEETOX_H295R_ANDR_dn_Row304,1.021983813,steroidogenesis,androstenedione
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,0.467973805,CEETOX_H295R_CORTISOL_dn_Row307,0.046286279,steroidogenesis,cortisol
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.857206192,CEETOX_H295R_CORTISOL_dn_Row307,0.999556653,steroidogenesis,cortisol
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,0.699435483,CEETOX_H295R_DOC_dn_Row301,0.026149113,steroidogenesis,deoxycorticosterone
dapsone,LessDILIDrugs,80-08-0,C80080,6.0007,-3.715957593,CEETOX_H295R_DOC_dn_Row301,28.29904673,steroidogenesis,deoxycorticosterone
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,0.549005759,CEETOX_H295R_DOC_dn_Row301,0.077210214,steroidogenesis,deoxycorticosterone
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.891687367,CEETOX_H295R_DOC_up_Row603,0.758188432,steroidogenesis,deoxycorticosterone
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,-1.10111354,CEETOX_H295R_ESTRADIOL_dn_Row604,0.182796878,steroidogenesis,estradiol
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,-3.287829391,CEETOX_H295R_ESTRONE_dn_Row606,0.373041157,steroidogenesis,estrogen
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.873558126,CEETOX_H295R_ESTRONE_dn_Row606,0.885093117,steroidogenesis,estrogen
danazol,MostDILI Drugs,17230-88-5,C17230885,0.1092,-3.603691401,CEETOX_H295R_OHPREG_up_Row609,0.502723101,steroidogenesis,hydroxypregnenelone
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,-0.072384437,CEETOX_H295R_OHPROG_dn_Row303,0.093297446,steroidogenesis,hydroxyprogesterone
finasteride,LessDILIDrugs,98319-26-7,C98319267,0.2499,-3.510486206,CEETOX_H295R_OHPROG_dn_Row303,1.127170503,steroidogenesis,hydroxyprogesterone
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.907589859,CEETOX_H295R_OHPROG_dn_Row303,0.646870986,steroidogenesis,hydroxyprogesterone
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,0.972619848,CEETOX_H295R_OHPROG_up_Row610,0.004687482,steroidogenesis,hydroxyprogesterone
dapsone,LessDILIDrugs,80-08-0,C80080,6.0007,-3.328570942,CEETOX_H295R_OHPROG_up_Row610,25.97445565,steroidogenesis,hydroxyprogesterone
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,-1.013398609,CEETOX_H295R_TESTO_dn_Row305,0.175165679,steroidogenesis,testosterone
danazol,MostDILI Drugs,17230-88-5,C17230885,0.1092,-1.343922784,CEETOX_H295R_TESTO_dn_Row305,0.255956368,steroidogenesis,testosterone
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.954702699,CEETOX_H295R_TESTO_dn_Row305,0.317081108,steroidogenesis,testosterone
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.287966284,matrix metalloproteinase 9_down_Row46,19.80678429,matrix metalloproteinase 9,MMP9
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-0.990825028,matrix metalloproteinase 9_down_Row46,10.75045515,matrix metalloproteinase 9,MMP9
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,0.325629245,matrix metalloproteinase 9_down_Row46,3.058675996,matrix metalloproteinase 9,MMP9
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.080741516,matrix metalloproteinase 9_down_Row46,14.56519061,matrix metalloproteinase 9,MMP9
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-0.447072986,matrix metalloproteinase 9_down_Row46,9.242021041,matrix metalloproteinase 9,MMP9
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,0.463560073,matrix metalloproteinase 9_Row558,8.078946228,matrix metalloproteinase 9,MMP9
azathioprine,MostDILI Drugs,446-86-6,C446866,0.34,-3.071441021,NCCT_HEK293T_CellTiterGLO_Row88,1.384289947,proliferation,prlfrn
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.819392335,NCCT_HEK293T_CellTiterGLO_Row88,1.264253655,proliferation,prlfrn
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.928201814,NCCT_HEK293T_CellTiterGLO_Row88,0.055456919,proliferation,prlfrn
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.793219822,NCCT_HEK293T_CellTiterGLO_Row88,17.83945704,proliferation,prlfrn
tolazamide,LessDILIDrugs,1156-19-0,C1156190,90,0.217601905,NCCT_QuantiLum_inhib_dn_Row182,70.41582855,oxidoreductase,oxidoreductase
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.252956759,NCCT_QuantiLum_inhib_dn_Row182,22.77069731,oxidoreductase,oxidoreductase
dapsone,LessDILIDrugs,80-08-0,C80080,6.0007,-0.041680089,NCCT_TPO_AUR_dn_Row14,6.250809712,oxidoreductase,oxidoreductase
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.591890611,NCCT_TPO_AUR_dn_Row14,11.3524605,oxidoreductase,oxidoreductase
tolazamide,LessDILIDrugs,1156-19-0,C1156190,90,0.903271495,NCCT_TPO_AUR_dn_Row14,8.705565426,oxidoreductase,oxidoreductase
hydroxyurea,MostDILI Drugs,127-07-1,C127071,348.4321,0.937181236,NCCT_TPO_AUR_dn_Row14,21.88807385,oxidoreductase,oxidoreductase
isoniazid,MostDILI Drugs,54-85-3,C54853,76.5635,0.979487652,NCCT_TPO_AUR_dn_Row14,1.570497183,oxidoreductase,oxidoreductase
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.777105647,NCCT_TPO_AUR_dn_Row14,26.43973953,oxidoreductase,oxidoreductase
methimazole,MostDILI Drugs,60-56-0,C60560,2.6189,0.977211918,NCCT_TPO_AUR_dn_Row14,0.059679709,oxidoreductase,oxidoreductase
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.767599599,NCCT_TPO_AUR_dn_Row14,1.484271643,oxidoreductase,oxidoreductase
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,-3.529167972,NCCT_TPO_GUA_dn_Row1315,125.9887713,oxidoreductase,oxidoreductase
isoniazid,MostDILI Drugs,54-85-3,C54853,76.5635,0.771742836,NCCT_TPO_GUA_dn_Row1315,17.47616738,oxidoreductase,oxidoreductase
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.992220664,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,3.173276678,ZF_TERATOSCORE,zf_teratoscore
celecoxib,LessDILIDrugs,169590-42-5,C169590425,1.8328,-3.755713531,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,8.716271759,ZF_TERATOSCORE,zf_teratoscore
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,0.626109403,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,1.533549673,ZF_TERATOSCORE,zf_teratoscore
lovastatin,LessDILIDrugs,75330-75-5,C75330755,0.0492,0.891304045,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,0.005347841,ZF_TERATOSCORE,zf_teratoscore
simvastatin,LessDILIDrugs,79902-63-9,C79902639,0.0824,0.963751905,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,0.002986843,ZF_TERATOSCORE,zf_teratoscore
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.962871174,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,0.20049566,ZF_TERATOSCORE,zf_teratoscore
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-0.767765746,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,12.37436022,ZF_TERATOSCORE,zf_teratoscore
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-1.062419935,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,14.9533695,ZF_TERATOSCORE,zf_teratoscore
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.78713642,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,1.359495827,ZF_TERATOSCORE,zf_teratoscore
valproic acid,MostDILI Drugs,99-66-1,C99661,540,0.853988902,NHEERL_ZF_144hpf_TERATOSCORE_up_Row13,78.84599291,ZF_TERATOSCORE,zf_teratoscore
letrozole,LessDILIDrugs,112809-51-5,C112809515,0.13,0.979854231,NVS_ADME_hCYP19A1_Row777,0.00261895,CYP19A1,CYP19A1
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-0.209203585,NVS_ADME_hCYP19A1_Row777,6.529699357,CYP19A1,CYP19A1
gemfibrozil,MostDILI Drugs,25812-30-0,C25812300,360.6753,0.962892761,NVS_ADME_hCYP19A1_Row777,13.38366438,CYP19A1,CYP19A1
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.798321697,NVS_ADME_hCYP1A2_Row542,1.089062834,CYP1A2,CYP1A2
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,0.336128247,NVS_ADME_hCYP1A2_Row542,4.813335759,CYP1A2,CYP1A2
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-0.356500952,NVS_ADME_hCYP1A2_Row542,8.139005713,CYP1A2,CYP1A2
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.936857814,NVS_ADME_hCYP2B6_Row783,0.340967802,CYP2B6,CYP2B6
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,0.099356129,NVS_ADME_hCYP2B6_Row783,6.530028321,CYP2B6,CYP2B6
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-0.406050291,NVS_ADME_hCYP2C19_Row544,5.767055873,CYP2C19,CYP2C19
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.774608344,NVS_ADME_hCYP2C19_Row544,1.217114941,CYP2C19,CYP2C19
fluconazole,MostDILI Drugs,86386-73-4,C86386734,8.8156,0.840059171,NVS_ADME_hCYP2C19_Row544,1.409974371,CYP2C19,CYP2C19
isoniazid,MostDILI Drugs,54-85-3,C54853,76.5635,0.979422995,NVS_ADME_hCYP2C19_Row544,1.575447533,CYP2C19,CYP2C19
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,0.633388134,NVS_ADME_hCYP2C19_Row544,2.658082671,CYP2C19,CYP2C19
valproic acid,MostDILI Drugs,99-66-1,C99661,540,0.980772223,NVS_ADME_hCYP2C19_Row544,10.38299965,CYP2C19,CYP2C19
celecoxib,LessDILIDrugs,169590-42-5,C169590425,1.8328,-2.326139972,NVS_ADME_hCYP2C9_Row546,6.096149341,CyP2C9,CyP2C9
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-0.619850842,NVS_ADME_hCYP2C9_Row546,6.643980213,CYP2C9,CYP2C9
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.524164993,NVS_ADME_hCYP2C9_Row546,2.56950904,CYP2C9,CYP2C9
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-0.232745845,NVS_ADME_hCYP2C9_Row546,8.937900474,CYP2C9,CYP2C9
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,0.107833423,NVS_ADME_hCYP2D6_Row548,5.352999464,CYP2D6,CYP2D6
indomethacin,MostDILI Drugs,53-86-1,C53861,5.5899,-0.698554034,NVS_ADME_hCYP3A4_Row550,9.494747196,CYP3A4,CYP3A4
isoniazid,MostDILI Drugs,54-85-3,C54853,76.5635,0.978162991,NVS_ADME_hCYP3A4_Row550,1.671917802,CYP3A4,CYP3A4
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,0.619542069,NVS_ADME_hCYP3A4_Row550,0.03309984,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4
hydroxyurea,MostDILI Drugs,127-07-1,C127071,348.4321,0.937860981,NVS_ENZ_hAKT1_Row791,21.65122879,AKT1,AKT1
valproic acid,MostDILI Drugs,99-66-1,C99661,540,0.99408475,NVS_ENZ_hAKT2_Row793,3.194234924,AKT2,AKT2
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.539679368,NVS_ENZ_hCASP5_Row809,12.80483108,cysteine protease,CASP5
aspirin,LessDILIDrugs,50-78-2,C50782,5.5229,-0.51718543,NVS_ENZ_hCSF1R_Row817,8.37926341,colony stimulating factor,CSF1
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.65251891,NVS_ENZ_hDUSP3_Row554,9.665950963,dual-specific phosphatase,DUSP3
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,0.339425358,NVS_ENZ_hDUSP3_Row554,9.948452288,dual-specific phosphatase,DUSP3
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,0.678889012,NVS_ENZ_hEGFR_Row819,4.836027814,epidermal growth factor,EGF
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.123086323,NVS_ENZ_hElastase_Row823,24.39328313,serine protease,ELA2
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-1.572029331,NVS_ENZ_hEphA2_Row825,8.379157153,EPH receptor A1,EPHA2
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-1.376880463,NVS_ENZ_hFGFR1_Row829,7.743401171,fibroblast growth factor receptor,FGFR1
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,-0.017737949,NVS_ENZ_hGSK3b_Row833,28.31062007,glycogen synthase kinase 3,NR3C1
valproic acid,MostDILI Drugs,99-66-1,C99661,540,0.997952081,NVS_ENZ_hHDAC3_Activator_Row836,1.105876039,HDAC3,HDAC3
tolazamide,LessDILIDrugs,1156-19-0,C1156190,90,0.8831257,NVS_ENZ_hMMP1_Row44,10.51868698,matrix metalloproteinase 1,MMP1
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-0.431039377,NVS_ENZ_hMMP1_Row44,9.139619192,matrix metalloproteinase 1,MMP1
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,-0.149347609,NVS_ENZ_hMMP13_Row857,17.3095198,matrix metalloproteinase 13,MMP13
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.999805974,NVS_ENZ_hMMP3_Activator_Row0,0.001239185,matrix metalloproteinase 3,MMP3
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-2.447525081,NVS_ENZ_hPAK4_Row871,11.23134721,p21 activated kinase 4,PAK4
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,0.630977319,NVS_ENZ_hPDE10_Row560,5.557592282,phosphodiesterase,PDE10A
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.517494113,NVS_ENZ_hPDE10_Row560,20.26524724,phosphodiesterase,PDE10A
theophylline,NoDILI Drugs,58-55-9,C58559,85,0.56336683,NVS_ENZ_hPDE10_Row560,37.11381945,phosphodiesterase,PDE10A
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.257244049,NVS_ENZ_hPDE4A1_Row873,31.19574993,phosphodiesterase,PDE4A
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,-0.341904304,NVS_ENZ_hPDE5_Row875,20.20948139,phosphodiesterase,PDE5A
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,0.187060059,NVS_ENZ_hPTEN_Row564,2.648395741,PTEN,PTEN
valproic acid,MostDILI Drugs,99-66-1,C99661,540,0.999697486,NVS_ENZ_hPTEN_Row564,0.16335737,PTEN,PTEN
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,0.999892958,NVS_ENZ_hPTPN1_Row885,0.001612081,protein tyrosine phosphatase N1,PTPN1
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-0.107930324,NVS_ENZ_hPTPN11_Row886,3.609415409,protein tyrosine phosphatase N11,PTPN11
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,0.294178469,NVS_ENZ_hPTPN12_Row888,2.299425384,protein tyrosine phosphatase N12,PTPN12
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.999904027,NVS_ENZ_hPTPN12_Row888,0.039148283,protein tyrosine phosphatase N12,PTPN12
valproic acid,MostDILI Drugs,99-66-1,C99661,540,0.997221856,NVS_ENZ_hPTPN13_Row890,1.50019783,protein tyrosine phosphatase N13,PTPN13
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.998685564,NVS_ENZ_hPTPN2_Row895,0.536172982,protein tyrosine phosphatase N2,PTPN2
valproic acid,MostDILI Drugs,99-66-1,C99661,540,0.999667089,NVS_ENZ_hPTPN4_Activator_Row898,0.179772128,protein tyrosine phosphatase N4,PTPN4
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,0.989947833,NVS_ENZ_hPTPN4_Row897,0.151388654,protein tyrosine phosphatase N14,PTPN14
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.412557326,NVS_ENZ_hPTPN6_Activator_Row900,16.34101035,protein tyrosine phosphatase N6,PTPN6
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.17472612,NVS_ENZ_hPTPN6_Row899,22.95680857,protein tyrosine phosphatase N6,PTPN6
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-2.878900893,NVS_ENZ_hPTPRB_Row903,12.63668333,"protein tyrosine phosphatase, receptor type B",PTPRB
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.688162727,NVS_ENZ_hPTPRC_Row905,8.674439801,receptor tyrosine phosphatase,PTPRC
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.998128469,NVS_ENZ_hPTPRF_Activator_Row908,0.763417903,"protein tyrosine phosphatase, receptor type F",PTPRF
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-1.477736581,NVS_ENZ_hSIRT3_Row919,10.16268436,sirtuin 3,SIRT3
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-1.97333341,NVS_ENZ_hTie2_Row923,9.686525583,angiopoietin 1 receptor,TIE2
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,0.855823274,NVS_ENZ_hTrkA_Activator_Row926,2.17134475,receptor tyrosine kinase,NTRK1
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,0.70502701,NVS_ENZ_hVEGFR3_Row929,0.960963008,epidermal growth factor,EGF
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-3.774391012,NVS_ENZ_oCOX1_Row568,15.55401104,cyclooxygenase 1,PTGS1
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.996741325,NVS_ENZ_oCOX1_Row568,1.329249418,cyclooxygenase 1,PTGS1
indomethacin,MostDILI Drugs,53-86-1,C53861,5.5899,0.987870335,NVS_ENZ_oCOX1_Row568,0.067803614,cyclooxygenase 1,PTGS1
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,-1.898792701,NVS_ENZ_oCOX1_Row568,2.239027482,cyclooxygenase 1,PTGS1
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-2.480056915,NVS_ENZ_oCOX1_Row568,20.88034149,cyclooxygenase 1,PTGS1
celecoxib,LessDILIDrugs,169590-42-5,C169590425,1.8328,0.918961413,NVS_ENZ_oCOX2_Row931,0.148527523,cyclooxygenase 2,COX2
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.97851585,NVS_ENZ_oCOX2_Row931,8.763620937,cyclooxygenase 2,COX2
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.498267284,NVS_ENZ_oCOX2_Row931,13.95679931,cyclooxygenase 2,COX2
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,-0.142530584,NVS_ENZ_rabI2C_Row944,3.757668839,imidazoline receptor,NISCH
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-0.378969967,NVS_ENZ_rACFSKBinding_Row933,7.446437824,adenylate cyclase,ADCY5
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-2.256314212,NVS_ENZ_rCNOS_Row935,19.53788527,nitric oxide synthase,NOS1
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.89241283,NVS_ENZ_rCOMT_Row937,2.992773823,o-methyl transferase,COMT
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.056361885,NVS_ENZ_rMAOBC_Row65,13.13336645,monoamine oxidase,MAOA
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-0.039927787,NVS_ENZ_sirtuin 2_Row917,7.279494509,sirtuin 2,SIRT2
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-0.3715743,NVS_GPCR_bAdoR_NonSelective_Row947,9.944462308,rhodopsin like receptor,ADRA1A
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.602915663,NVS_GPCR_bAdoR_NonSelective_Row947,16.67754216,rhodopsin like receptor,ADRA1A
theophylline,NoDILI Drugs,58-55-9,C58559,85,0.798238364,NVS_GPCR_bAdoR_NonSelective_Row947,17.14973906,rhodopsin like receptor,ADRA1A
haloperidol,LessDILIDrugs,52-86-8,C52868,0.053,0.80145783,NVS_GPCR_bDR_NonSelective_Row948,0.010522735,rhodopsin like receptor,DRD1
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-3.343793113,NVS_GPCR_g5HT4_Row951,23.45648281,5HT4 receptor,HTR4
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,-0.63728517,NVS_GPCR_g5HT4_Row951,5.384867194,rhodopsin like receptor,HTR4
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,-1.046591751,NVS_GPCR_gH2_Row954,6.731035609,rhodopsin like receptor,HRH2
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.780976052,NVS_GPCR_gLTD4_Row955,1.182729317,leukotriene receptor,CYSLTR1
